employee_id,scale_code,score
EMP101149,papi_x,1.0
EMP101150,papi_x,2.0
EMP101151,papi_x,4.0
EMP101152,papi_x,5.0
EMP101153,papi_x,8.0
EMP101154,papi_x,7.0
EMP101155,papi_x,8.0
EMP101156,papi_x,8.0
EMP101157,papi_x,2.0
EMP101158,papi_x,6.0
EMP101159,papi_x,8.0
EMP101160,papi_x,7.0
EMP101161,papi_x,1.0
EMP101162,papi_x,5.0
EMP101163,papi_x,2.0
EMP101164,papi_x,6.0
EMP101165,papi_x,8.0
EMP101166,papi_x,5.0
EMP101167,papi_x,5.0
EMP101168,papi_x,8.0
EMP101169,papi_x,5.0
EMP101170,papi_x,8.0
EMP101171,papi_x,5.0
EMP101172,papi_x,6.0
EMP101173,papi_x,6.0
EMP101174,papi_x,5.0
EMP101175,papi_x,7.0
EMP101176,papi_x,1.0
EMP101177,papi_x,5.0
EMP101178,papi_x,1.0
EMP101179,papi_x,9.0
EMP101180,papi_x,7.0
EMP101181,papi_x,9.0
EMP101182,papi_x,9.0
EMP101183,papi_x,9.0
EMP101184,papi_x,9.0
EMP101185,papi_x,1.0
EMP101186,papi_x,2.0
EMP101187,papi_x,3.0
EMP101188,papi_x,5.0
EMP101189,papi_x,1.0
EMP101190,papi_x,8.0
EMP101191,papi_x,1.0
EMP101192,papi_x,5.0
EMP101193,papi_x,8.0
EMP101194,papi_x,1.0
EMP101195,papi_x,8.0
EMP101196,papi_x,7.0
EMP101197,papi_x,4.0
EMP101198,papi_x,8.0
EMP101199,papi_x,8.0
EMP101200,papi_x,7.0
EMP101201,papi_x,3.0
EMP101202,papi_x,3.0
EMP101203,papi_x,9.0
EMP101204,papi_x,6.0
EMP101205,papi_x,4.0
EMP101206,papi_x,6.0
EMP101207,papi_x,8.0
EMP101208,papi_x,7.0
EMP101209,papi_x,9.0
EMP101210,papi_x,5.0
EMP101211,papi_x,1.0
EMP101212,papi_x,8.0
EMP101213,papi_x,5.0
EMP101214,papi_x,7.0
EMP101215,papi_x,3.0
EMP101216,papi_x,7.0
EMP101217,papi_x,7.0
EMP101218,papi_x,8.0
EMP101219,papi_x,8.0
EMP101220,papi_x,4.0
EMP101221,papi_x,5.0
EMP101222,papi_x,5.0
EMP101223,papi_x,5.0
EMP101224,papi_x,4.0
EMP101225,papi_x,7.0
EMP101226,papi_x,6.0
EMP101227,papi_x,5.0
EMP101228,papi_x,7.0
EMP101229,papi_x,7.0
EMP101230,papi_x,5.0
EMP101231,papi_x,3.0
EMP101232,papi_x,2.0
EMP101233,papi_x,4.0
EMP101234,papi_x,4.0
EMP101235,papi_x,5.0
EMP101236,papi_x,4.0
EMP101237,papi_x,2.0
EMP101238,papi_x,5.0
EMP101239,papi_x,1.0
EMP101240,papi_x,4.0
EMP101241,papi_x,7.0
EMP101242,papi_x,5.0
EMP101243,papi_x,5.0
EMP101244,papi_x,8.0
EMP101245,papi_x,5.0
EMP101246,papi_x,5.0
EMP101247,papi_x,8.0
EMP101248,papi_x,9.0
EMP101249,papi_x,3.0
EMP101250,papi_x,7.0
EMP101251,papi_x,1.0
EMP101252,papi_x,9.0
EMP101253,papi_x,1.0
EMP101254,papi_x,8.0
EMP101255,papi_x,8.0
EMP101256,papi_x,2.0
EMP101257,papi_x,2.0
EMP101258,papi_x,3.0
EMP101259,papi_x,3.0
EMP101260,papi_x,9.0
EMP101261,papi_x,4.0
EMP101262,papi_x,4.0
EMP101263,papi_x,1.0
EMP101264,papi_x,6.0
EMP101265,papi_x,8.0
EMP101266,papi_x,5.0
EMP101267,papi_x,5.0
EMP101268,papi_x,6.0
EMP101269,papi_x,6.0
EMP101270,papi_x,6.0
EMP101271,papi_x,6.0
EMP101272,papi_x,7.0
EMP101273,papi_x,9.0
EMP101274,papi_x,9.0
EMP101275,papi_x,8.0
EMP101276,papi_x,7.0
EMP101277,papi_x,7.0
EMP101278,papi_x,6.0
EMP101279,papi_x,4.0
EMP101280,papi_x,8.0
EMP101281,papi_x,8.0
EMP101282,papi_x,4.0
EMP101283,papi_x,3.0
EMP101284,papi_x,9.0
EMP101285,papi_x,9.0
EMP101286,papi_x,1.0
EMP101287,papi_x,1.0
EMP101288,papi_x,6.0
EMP101289,papi_x,6.0
EMP101290,papi_x,6.0
EMP101291,papi_x,3.0
EMP101292,papi_x,6.0
EMP101293,papi_x,6.0
EMP101294,papi_x,6.0
EMP101295,papi_x,7.0
EMP101296,papi_x,4.0
EMP101297,papi_x,9.0
EMP101298,papi_x,7.0
EMP101299,papi_x,9.0
EMP101300,papi_x,1.0
EMP101301,papi_x,5.0
EMP101302,papi_x,3.0
EMP101303,papi_x,5.0
EMP101304,papi_x,9.0
EMP101305,papi_x,7.0
EMP101306,papi_x,8.0
EMP101307,papi_x,6.0
EMP101308,papi_x,5.0
EMP101309,papi_x,8.0
EMP101310,papi_x,3.0
EMP101311,papi_x,4.0
EMP101312,papi_x,9.0
EMP101313,papi_x,8.0
EMP101314,papi_x,7.0
EMP101315,papi_x,1.0
EMP101316,papi_x,4.0
EMP101317,papi_x,3.0
EMP101318,papi_x,9.0
EMP101319,papi_x,8.0
EMP101320,papi_x,3.0
EMP101321,papi_x,3.0
EMP101322,papi_x,3.0
EMP101323,papi_x,9.0
EMP101324,papi_x,8.0
EMP101325,papi_x,9.0
EMP101326,papi_x,8.0
EMP101327,papi_x,2.0
EMP101328,papi_x,2.0
EMP101329,papi_x,2.0
EMP101330,papi_x,2.0
EMP101331,papi_x,8.0
EMP101332,papi_x,9.0
EMP101333,papi_x,8.0
EMP101334,papi_x,4.0
EMP101335,papi_x,6.0
EMP101336,papi_x,9.0
EMP101337,papi_x,4.0
EMP101338,papi_x,1.0
EMP101339,papi_x,8.0
EMP101340,papi_x,2.0
EMP101341,papi_x,3.0
EMP101342,papi_x,9.0
EMP101343,papi_x,2.0
EMP101344,papi_x,3.0
EMP101345,papi_x,6.0
EMP101346,papi_x,9.0
EMP101347,papi_x,5.0
EMP101348,papi_x,7.0
EMP101349,papi_x,5.0
EMP101350,papi_x,3.0
EMP101351,papi_x,4.0
EMP101352,papi_x,5.0
EMP101353,papi_x,9.0
EMP101354,papi_x,6.0
EMP101355,papi_x,5.0
EMP101356,papi_x,7.0
EMP101357,papi_x,1.0
EMP101358,papi_x,5.0
EMP101359,papi_x,1.0
EMP101360,papi_x,3.0
EMP101361,papi_x,3.0
EMP101362,papi_x,3.0
EMP101363,papi_x,4.0
EMP101364,papi_x,9.0
EMP101365,papi_x,4.0
EMP101366,papi_x,2.0
EMP101367,papi_x,8.0
EMP101368,papi_x,7.0
EMP101369,papi_x,5.0
EMP101370,papi_x,7.0
EMP101371,papi_x,3.0
EMP101372,papi_x,3.0
EMP101373,papi_x,6.0
EMP101374,papi_x,5.0
EMP101375,papi_x,1.0
EMP101376,papi_x,6.0
EMP101377,papi_x,9.0
EMP101378,papi_x,9.0
EMP101379,papi_x,3.0
EMP101380,papi_x,8.0
EMP101381,papi_x,5.0
EMP101382,papi_x,8.0
EMP101383,papi_x,7.0
EMP101384,papi_x,2.0
EMP101385,papi_x,7.0
EMP101386,papi_x,9.0
EMP101387,papi_x,3.0
EMP101388,papi_x,7.0
EMP101389,papi_x,9.0
EMP101390,papi_x,9.0
EMP101391,papi_x,8.0
EMP101392,papi_x,1.0
EMP101393,papi_x,1.0
EMP101394,papi_x,8.0
EMP101395,papi_x,5.0
EMP101396,papi_x,6.0
EMP101397,papi_x,2.0
EMP101398,papi_x,3.0
EMP101399,papi_x,1.0
EMP101400,papi_x,5.0
EMP101401,papi_x,5.0
EMP101402,papi_x,9.0
EMP101403,papi_x,6.0
EMP101404,papi_x,7.0
EMP101405,papi_x,4.0
EMP101406,papi_x,3.0
EMP101407,papi_x,1.0
EMP101408,papi_x,4.0
EMP101409,papi_x,5.0
EMP101410,papi_x,3.0
EMP101411,papi_x,3.0
EMP101412,papi_x,9.0
EMP101413,papi_x,3.0
EMP101414,papi_x,7.0
EMP101415,papi_x,6.0
EMP101416,papi_x,5.0
EMP101417,papi_x,6.0
EMP101418,papi_x,5.0
EMP101419,papi_x,4.0
EMP101420,papi_x,9.0
EMP101421,papi_x,5.0
EMP101422,papi_x,3.0
EMP101423,papi_x,8.0
EMP101424,papi_x,4.0
EMP101425,papi_x,8.0
EMP101426,papi_x,3.0
EMP101427,papi_x,4.0
EMP101428,papi_x,9.0
EMP101429,papi_x,5.0
EMP101430,papi_x,1.0
EMP101431,papi_x,5.0
EMP101432,papi_x,7.0
EMP101433,papi_x,5.0
EMP101434,papi_x,2.0
EMP101435,papi_x,7.0
EMP101436,papi_x,7.0
EMP101437,papi_x,4.0
EMP101438,papi_x,9.0
EMP101439,papi_x,4.0
EMP101440,papi_x,4.0
EMP101441,papi_x,3.0
EMP101442,papi_x,1.0
EMP101443,papi_x,4.0
EMP101444,papi_x,9.0
EMP101445,papi_x,3.0
EMP101446,papi_x,1.0
EMP101447,papi_x,9.0
EMP101448,papi_x,8.0
EMP101449,papi_x,9.0
EMP101450,papi_x,6.0
EMP101451,papi_x,5.0
EMP101452,papi_x,9.0
EMP101453,papi_x,5.0
EMP101454,papi_x,5.0
EMP101455,papi_x,7.0
EMP101456,papi_x,5.0
EMP101457,papi_x,6.0
EMP101458,papi_x,9.0
EMP101459,papi_x,1.0
EMP101460,papi_x,2.0
EMP101461,papi_x,9.0
EMP101462,papi_x,4.0
EMP101463,papi_x,6.0
EMP101464,papi_x,1.0
EMP101465,papi_x,8.0
EMP101466,papi_x,3.0
EMP101467,papi_x,6.0
EMP101468,papi_x,6.0
EMP101469,papi_x,3.0
EMP101470,papi_x,7.0
EMP101471,papi_x,4.0
EMP101472,papi_x,3.0
EMP101473,papi_x,1.0
EMP101474,papi_x,1.0
EMP101475,papi_x,7.0
EMP101476,papi_x,3.0
EMP101477,papi_x,2.0
EMP101478,papi_x,3.0
EMP101479,papi_x,6.0
EMP101480,papi_x,1.0
EMP101481,papi_x,1.0
EMP101482,papi_x,5.0
EMP101483,papi_x,9.0
EMP101484,papi_x,7.0
EMP101485,papi_x,5.0
EMP101486,papi_x,2.0
EMP101487,papi_x,2.0
EMP101488,papi_x,3.0
EMP101489,papi_x,6.0
EMP101490,papi_x,5.0
EMP101491,papi_x,5.0
EMP101492,papi_x,6.0
EMP101493,papi_x,5.0
EMP101494,papi_x,9.0
EMP101495,papi_x,5.0
EMP101496,papi_x,7.0
EMP101497,papi_x,2.0
EMP101498,papi_x,5.0
EMP101499,papi_x,5.0
EMP101500,papi_x,8.0
EMP101501,papi_x,7.0
EMP101502,papi_x,7.0
EMP101503,papi_x,5.0
EMP101504,papi_x,3.0
EMP101505,papi_x,7.0
EMP101506,papi_x,5.0
EMP101507,papi_x,3.0
EMP101508,papi_x,5.0
EMP101509,papi_x,3.0
EMP101510,papi_x,6.0
EMP101511,papi_x,3.0
EMP101512,papi_x,5.0
EMP101513,papi_x,7.0
EMP101514,papi_x,7.0
EMP101515,papi_x,4.0
EMP101516,papi_x,6.0
EMP101517,papi_x,6.0
EMP101518,papi_x,4.0
EMP101519,papi_x,6.0
EMP101520,papi_x,4.0
EMP101521,papi_x,2.0
EMP101522,papi_x,7.0
EMP101523,papi_x,9.0
EMP101524,papi_x,1.0
EMP101525,papi_x,7.0
EMP101526,papi_x,8.0
EMP101527,papi_x,5.0
EMP101528,papi_x,9.0
EMP101529,papi_x,3.0
EMP101530,papi_x,5.0
EMP101531,papi_x,5.0
EMP101532,papi_x,4.0
EMP101533,papi_x,8.0
EMP101534,papi_x,7.0
EMP101535,papi_x,2.0
EMP101536,papi_x,9.0
EMP101537,papi_x,3.0
EMP101538,papi_x,1.0
EMP101539,papi_x,2.0
EMP101540,papi_x,7.0
EMP101541,papi_x,1.0
EMP101542,papi_x,5.0
EMP101543,papi_x,4.0
EMP101544,papi_x,8.0
EMP101545,papi_x,9.0
EMP101546,papi_x,6.0
EMP101547,papi_x,3.0
EMP101548,papi_x,6.0
EMP101549,papi_x,5.0
EMP101550,papi_x,4.0
EMP101551,papi_x,5.0
EMP101552,papi_x,7.0
EMP101553,papi_x,8.0
EMP101554,papi_x,8.0
EMP101555,papi_x,5.0
EMP101556,papi_x,5.0
EMP101557,papi_x,8.0
EMP101558,papi_x,2.0
EMP101559,papi_x,6.0
EMP101560,papi_x,3.0
EMP101561,papi_x,2.0
EMP101562,papi_x,7.0
EMP101563,papi_x,5.0
EMP101564,papi_x,2.0
EMP101565,papi_x,6.0
EMP101566,papi_x,9.0
EMP101567,papi_x,5.0
EMP101568,papi_x,5.0
EMP101569,papi_x,6.0
EMP101570,papi_x,2.0
EMP101571,papi_x,2.0
EMP101572,papi_x,5.0
EMP101573,papi_x,6.0
EMP101574,papi_x,1.0
EMP101575,papi_x,5.0
EMP101576,papi_x,7.0
EMP101577,papi_x,8.0
EMP101578,papi_x,9.0
EMP101579,papi_x,9.0
EMP101580,papi_x,1.0
EMP101581,papi_x,5.0
EMP101582,papi_x,5.0
EMP101583,papi_x,3.0
EMP101584,papi_x,8.0
EMP101585,papi_x,2.0
EMP101586,papi_x,6.0
EMP101587,papi_x,7.0
EMP101588,papi_x,5.0
EMP101589,papi_x,7.0
EMP101590,papi_x,7.0
EMP101591,papi_x,9.0
EMP101592,papi_x,2.0
EMP101593,papi_x,1.0
EMP101594,papi_x,7.0
EMP101595,papi_x,8.0
EMP101596,papi_x,2.0
EMP101597,papi_x,8.0
EMP101598,papi_x,5.0
EMP101599,papi_x,2.0
EMP101600,papi_x,4.0
EMP101601,papi_x,2.0
EMP101602,papi_x,3.0
EMP101603,papi_x,4.0
EMP101604,papi_x,1.0
EMP101605,papi_x,1.0
EMP101606,papi_x,7.0
EMP101607,papi_x,1.0
EMP101608,papi_x,4.0
EMP101609,papi_x,2.0
EMP101610,papi_x,3.0
EMP101611,papi_x,5.0
EMP101612,papi_x,2.0
EMP101613,papi_x,6.0
EMP101614,papi_x,7.0
EMP101615,papi_x,1.0
EMP101616,papi_x,5.0
EMP101617,papi_x,5.0
EMP101618,papi_x,8.0
EMP101619,papi_x,5.0
EMP101620,papi_x,6.0
EMP101621,papi_x,3.0
EMP101622,papi_x,2.0
EMP101623,papi_x,3.0
EMP101624,papi_x,1.0
EMP101625,papi_x,3.0
EMP101626,papi_x,2.0
EMP101627,papi_x,8.0
EMP101628,papi_x,4.0
EMP101629,papi_x,1.0
EMP101630,papi_x,7.0
EMP101631,papi_x,6.0
EMP101632,papi_x,2.0
EMP101633,papi_x,8.0
EMP101634,papi_x,3.0
EMP101635,papi_x,1.0
EMP101636,papi_x,5.0
EMP101637,papi_x,5.0
EMP101638,papi_x,1.0
EMP101639,papi_x,8.0
EMP101640,papi_x,2.0
EMP101641,papi_x,8.0
EMP101642,papi_x,3.0
EMP101643,papi_x,1.0
EMP101644,papi_x,1.0
EMP101645,papi_x,1.0
EMP101646,papi_x,5.0
EMP101647,papi_x,4.0
EMP101648,papi_x,1.0
EMP101649,papi_x,8.0
EMP101650,papi_x,3.0
EMP101651,papi_x,5.0
EMP101652,papi_x,7.0
EMP101653,papi_x,2.0
EMP101654,papi_x,7.0
EMP101655,papi_x,6.0
EMP101656,papi_x,7.0
EMP101657,papi_x,8.0
EMP101658,papi_x,5.0
EMP101659,papi_x,3.0
EMP101660,papi_x,9.0
EMP101661,papi_x,6.0
EMP101662,papi_x,9.0
EMP101663,papi_x,4.0
EMP101664,papi_x,5.0
EMP101665,papi_x,7.0
EMP101666,papi_x,3.0
EMP101667,papi_x,9.0
EMP101668,papi_x,9.0
EMP101669,papi_x,6.0
EMP101670,papi_x,1.0
EMP101671,papi_x,8.0
EMP101672,papi_x,5.0
EMP101673,papi_x,2.0
EMP101674,papi_x,2.0
EMP101675,papi_x,5.0
EMP101676,papi_x,1.0
EMP101677,papi_x,1.0
EMP101678,papi_x,3.0
EMP101679,papi_x,7.0
EMP101680,papi_x,5.0
EMP101681,papi_x,3.0
EMP101682,papi_x,6.0
EMP101683,papi_x,4.0
EMP101684,papi_x,6.0
EMP101685,papi_x,2.0
EMP101686,papi_x,4.0
EMP101687,papi_x,2.0
EMP101688,papi_x,1.0
EMP101689,papi_x,1.0
EMP101690,papi_x,3.0
EMP101691,papi_x,7.0
EMP101692,papi_x,5.0
EMP101693,papi_x,8.0
EMP101694,papi_x,5.0
EMP101695,papi_x,6.0
EMP101696,papi_x,3.0
EMP101697,papi_x,9.0
EMP101698,papi_x,2.0
EMP101699,papi_x,1.0
EMP101700,papi_x,2.0
EMP101701,papi_x,4.0
EMP101702,papi_x,9.0
EMP101703,papi_x,5.0
EMP101704,papi_x,6.0
EMP101705,papi_x,5.0
EMP101706,papi_x,5.0
EMP101707,papi_x,1.0
EMP101708,papi_x,4.0
EMP101709,papi_x,2.0
EMP101710,papi_x,2.0
EMP101711,papi_x,2.0
EMP101712,papi_x,6.0
EMP101713,papi_x,9.0
EMP101714,papi_x,4.0
EMP101715,papi_x,1.0
EMP101716,papi_x,5.0
EMP101717,papi_x,1.0
EMP101718,papi_x,3.0
EMP101719,papi_x,4.0
EMP101720,papi_x,3.0
EMP101721,papi_x,2.0
EMP101722,papi_x,5.0
EMP101723,papi_x,4.0
EMP101724,papi_x,5.0
EMP101725,papi_x,5.0
EMP101726,papi_x,5.0
EMP101727,papi_x,9.0
EMP101728,papi_x,3.0
EMP101729,papi_x,9.0
EMP101730,papi_x,5.0
EMP101731,papi_x,8.0
EMP101732,papi_x,2.0
EMP101733,papi_x,3.0
EMP101734,papi_x,6.0
EMP101735,papi_x,9.0
EMP101736,papi_x,7.0
EMP101737,papi_x,5.0
EMP101738,papi_x,4.0
EMP101739,papi_x,7.0
EMP101740,papi_x,5.0
EMP101741,papi_x,5.0
EMP101742,papi_x,8.0
EMP101743,papi_x,9.0
EMP101744,papi_x,8.0
EMP101745,papi_x,8.0
EMP101746,papi_x,8.0
EMP101747,papi_x,5.0
EMP101748,papi_x,1.0
EMP101749,papi_x,7.0
EMP101750,papi_x,1.0
EMP101751,papi_x,7.0
EMP101752,papi_x,7.0
EMP101753,papi_x,1.0
EMP101754,papi_x,8.0
EMP101755,papi_x,3.0
EMP101756,papi_x,5.0
EMP101757,papi_x,8.0
EMP101758,papi_x,2.0
EMP101759,papi_x,9.0
EMP101760,papi_x,8.0
EMP101761,papi_x,4.0
EMP101762,papi_x,1.0
EMP101763,papi_x,3.0
EMP101764,papi_x,1.0
EMP101765,papi_x,2.0
EMP101766,papi_x,2.0
EMP101767,papi_x,5.0
EMP101768,papi_x,1.0
EMP101769,papi_x,6.0
EMP101770,papi_x,2.0
EMP101771,papi_x,9.0
EMP101772,papi_x,3.0
EMP101773,papi_x,6.0
EMP101774,papi_x,2.0
EMP101775,papi_x,7.0
EMP101776,papi_x,2.0
EMP101777,papi_x,5.0
EMP101778,papi_x,4.0
EMP101779,papi_x,7.0
EMP101780,papi_x,4.0
EMP101781,papi_x,7.0
EMP101782,papi_x,9.0
EMP101783,papi_x,8.0
EMP101784,papi_x,3.0
EMP101785,papi_x,8.0
EMP101786,papi_x,7.0
EMP101787,papi_x,5.0
EMP101788,papi_x,5.0
EMP101789,papi_x,5.0
EMP101790,papi_x,1.0
EMP101791,papi_x,9.0
EMP101792,papi_x,3.0
EMP101793,papi_x,9.0
EMP101794,papi_x,3.0
EMP101795,papi_x,8.0
EMP101796,papi_x,5.0
EMP101797,papi_x,7.0
EMP101798,papi_x,4.0
EMP101799,papi_x,9.0
EMP101800,papi_x,8.0
EMP101801,papi_x,4.0
EMP101802,papi_x,6.0
EMP101803,papi_x,6.0
EMP101804,papi_x,1.0
EMP101805,papi_x,1.0
EMP101806,papi_x,2.0
EMP101807,papi_x,1.0
EMP101808,papi_x,1.0
EMP101809,papi_x,9.0
EMP101810,papi_x,8.0
EMP101811,papi_x,8.0
EMP101812,papi_x,4.0
EMP101813,papi_x,1.0
EMP101814,papi_x,8.0
EMP101815,papi_x,1.0
EMP101816,papi_x,9.0
EMP101817,papi_x,7.0
EMP101818,papi_x,3.0
EMP101819,papi_x,1.0
EMP101820,papi_x,1.0
EMP101821,papi_x,9.0
EMP101822,papi_x,6.0
EMP101823,papi_x,5.0
EMP101824,papi_x,8.0
EMP101825,papi_x,9.0
EMP101826,papi_x,1.0
EMP101827,papi_x,9.0
EMP101828,papi_x,9.0
EMP101829,papi_x,1.0
EMP101830,papi_x,4.0
EMP101831,papi_x,7.0
EMP101832,papi_x,5.0
EMP101833,papi_x,8.0
EMP101834,papi_x,4.0
EMP101835,papi_x,1.0
EMP101836,papi_x,7.0
EMP101837,papi_x,1.0
EMP101838,papi_x,5.0
EMP101839,papi_x,5.0
EMP101840,papi_x,7.0
EMP101841,papi_x,7.0
EMP101842,papi_x,9.0
EMP101843,papi_x,6.0
EMP101844,papi_x,3.0
EMP101845,papi_x,5.0
EMP101846,papi_x,1.0
EMP101847,papi_x,8.0
EMP101848,papi_x,4.0
EMP101849,papi_x,5.0
EMP101850,papi_x,3.0
EMP101851,papi_x,2.0
EMP101852,papi_x,5.0
EMP101853,papi_x,2.0
EMP101854,papi_x,6.0
EMP101855,papi_x,3.0
EMP101856,papi_x,3.0
EMP101857,papi_x,4.0
EMP101858,papi_x,2.0
EMP101859,papi_x,3.0
EMP101860,papi_x,1.0
EMP101861,papi_x,9.0
EMP101862,papi_x,3.0
EMP101863,papi_x,4.0
EMP101864,papi_x,7.0
EMP101865,papi_x,3.0
EMP101866,papi_x,3.0
EMP101867,papi_x,3.0
EMP101868,papi_x,3.0
EMP101869,papi_x,5.0
EMP101870,papi_x,8.0
EMP101871,papi_x,5.0
EMP101872,papi_x,2.0
EMP101873,papi_x,5.0
EMP101874,papi_x,4.0
EMP101875,papi_x,5.0
EMP101876,papi_x,7.0
EMP101877,papi_x,2.0
EMP101878,papi_x,5.0
EMP101879,papi_x,8.0
EMP101880,papi_x,9.0
EMP101881,papi_x,4.0
EMP101882,papi_x,1.0
EMP101883,papi_x,6.0
EMP101884,papi_x,9.0
EMP101885,papi_x,3.0
EMP101886,papi_x,2.0
EMP101887,papi_x,5.0
EMP101888,papi_x,5.0
EMP101889,papi_x,8.0
EMP101890,papi_x,2.0
EMP101891,papi_x,1.0
EMP101892,papi_x,6.0
EMP101893,papi_x,4.0
EMP101894,papi_x,2.0
EMP101895,papi_x,7.0
EMP101896,papi_x,9.0
EMP101897,papi_x,8.0
EMP101898,papi_x,4.0
EMP101899,papi_x,9.0
EMP101900,papi_x,9.0
EMP101901,papi_x,1.0
EMP101902,papi_x,2.0
EMP101903,papi_x,1.0
EMP101904,papi_x,5.0
EMP101905,papi_x,5.0
EMP101906,papi_x,9.0
EMP101907,papi_x,2.0
EMP101908,papi_x,5.0
EMP101909,papi_x,1.0
EMP101910,papi_x,9.0
EMP101911,papi_x,5.0
EMP101912,papi_x,1.0
EMP101913,papi_x,8.0
EMP101914,papi_x,9.0
EMP101915,papi_x,4.0
EMP101916,papi_x,8.0
EMP101917,papi_x,8.0
EMP101918,papi_x,9.0
EMP101919,papi_x,8.0
EMP101920,papi_x,7.0
EMP101921,papi_x,1.0
EMP101922,papi_x,4.0
EMP101923,papi_x,3.0
EMP101924,papi_x,4.0
EMP101925,papi_x,3.0
EMP101926,papi_x,5.0
EMP101927,papi_x,4.0
EMP101928,papi_x,4.0
EMP101929,papi_x,4.0
EMP101930,papi_x,9.0
EMP101931,papi_x,2.0
EMP101932,papi_x,1.0
EMP101933,papi_x,5.0
EMP101934,papi_x,4.0
EMP101935,papi_x,7.0
EMP101936,papi_x,9.0
EMP101937,papi_x,5.0
EMP101938,papi_x,7.0
EMP101939,papi_x,6.0
EMP101940,papi_x,6.0
EMP101941,papi_x,5.0
EMP101942,papi_x,4.0
EMP101943,papi_x,8.0
EMP101944,papi_x,1.0
EMP101945,papi_x,2.0
EMP101946,papi_x,1.0
EMP101947,papi_x,5.0
EMP101948,papi_x,7.0
EMP101949,papi_x,8.0
EMP101950,papi_x,4.0
EMP101951,papi_x,8.0
EMP101952,papi_x,8.0
EMP101953,papi_x,4.0
EMP101954,papi_x,8.0
EMP101955,papi_x,1.0
EMP101956,papi_x,8.0
EMP101957,papi_x,1.0
EMP101958,papi_x,8.0
EMP101959,papi_x,9.0
EMP101960,papi_x,4.0
EMP101961,papi_x,7.0
EMP101962,papi_x,9.0
EMP101963,papi_x,1.0
EMP101964,papi_x,5.0
EMP101965,papi_x,1.0
EMP101966,papi_x,5.0
EMP101967,papi_x,9.0
EMP101968,papi_x,7.0
EMP101969,papi_x,3.0
EMP101970,papi_x,2.0
EMP101971,papi_x,7.0
EMP101972,papi_x,7.0
EMP101973,papi_x,7.0
EMP101974,papi_x,3.0
EMP101975,papi_x,3.0
EMP101976,papi_x,3.0
EMP101977,papi_x,4.0
EMP101978,papi_x,1.0
EMP101979,papi_x,5.0
EMP101980,papi_x,3.0
EMP101981,papi_x,1.0
EMP101982,papi_x,9.0
EMP101983,papi_x,7.0
EMP101984,papi_x,7.0
EMP101985,papi_x,7.0
EMP101986,papi_x,9.0
EMP101987,papi_x,8.0
EMP101988,papi_x,8.0
EMP101989,papi_x,5.0
EMP101990,papi_x,2.0
EMP101991,papi_x,2.0
EMP101992,papi_x,4.0
EMP101993,papi_x,4.0
EMP101994,papi_x,2.0
EMP101995,papi_x,8.0
EMP101996,papi_x,5.0
EMP101997,papi_x,4.0
EMP101998,papi_x,2.0
EMP101999,papi_x,8.0
DUP9129,papi_x,6.0
DUP9015,papi_x,8.0
DUP5237,papi_x,7.0
DUP2722,papi_x,3.0
DUP3015,papi_x,5.0
DUP1942,papi_x,3.0
DUP2096,papi_x,8.0
DUP4177,papi_x,3.0
DUP9801,papi_x,9.0
DUP3452,papi_x,6.0
EMP100000,papi_s,9.0
EMP100001,papi_s,3.0
EMP100002,papi_s,3.0
EMP100003,papi_s,1.0
EMP100004,papi_s,2.0
EMP100005,papi_s,8.0
EMP100006,papi_s,4.0
EMP100007,papi_s,3.0
EMP100008,papi_s,7.0
EMP100009,papi_s,5.0
EMP100010,papi_s,5.0
EMP100011,papi_s,7.0
EMP100012,papi_s,5.0
EMP100013,papi_s,3.0
EMP100014,papi_s,5.0
EMP100015,papi_s,1.0
EMP100016,papi_s,3.0
EMP100017,papi_s,6.0
EMP100018,papi_s,5.0
EMP100019,papi_s,4.0
EMP100020,papi_s,9.0
EMP100021,papi_s,5.0
EMP100022,papi_s,5.0
EMP100023,papi_s,5.0
EMP100024,papi_s,8.0
EMP100025,papi_s,1.0
EMP100026,papi_s,7.0
EMP100027,papi_s,1.0
EMP100028,papi_s,3.0
EMP100029,papi_s,7.0
EMP100030,papi_s,4.0
EMP100031,papi_s,6.0
EMP100032,papi_s,6.0
EMP100033,papi_s,7.0
EMP100034,papi_s,8.0
EMP100035,papi_s,4.0
EMP100036,papi_s,9.0
EMP100037,papi_s,1.0
EMP100038,papi_s,5.0
EMP100039,papi_s,5.0
EMP100040,papi_s,1.0
EMP100041,papi_s,1.0
EMP100042,papi_s,4.0
EMP100043,papi_s,2.0
EMP100044,papi_s,7.0
EMP100045,papi_s,1.0
EMP100046,papi_s,3.0
EMP100047,papi_s,4.0
EMP100048,papi_s,9.0
EMP100049,papi_s,1.0
EMP100050,papi_s,6.0
EMP100051,papi_s,8.0
EMP100052,papi_s,3.0
EMP100053,papi_s,8.0
EMP100054,papi_s,6.0
EMP100055,papi_s,9.0
EMP100056,papi_s,2.0
EMP100057,papi_s,4.0
EMP100058,papi_s,8.0
EMP100059,papi_s,5.0
EMP100060,papi_s,6.0
EMP100061,papi_s,7.0
EMP100062,papi_s,5.0
EMP100063,papi_s,4.0
EMP100064,papi_s,1.0
EMP100065,papi_s,5.0
EMP100066,papi_s,7.0
EMP100067,papi_s,5.0
EMP100068,papi_s,1.0
EMP100069,papi_s,3.0
EMP100070,papi_s,9.0
